-7.5650e+00,1.1362e+01,6.2300e+02,6.2300e+02
-1.0292e+01,5.3210e+00,7.4100e+02,7.4100e+02
-1.1052e+01,1.4020e+00,7.8200e+02,7.8200e+02
-1.2962e+01,2.7900e-01,8.5700e+02,8.5700e+02
-8.6690e+00,7.3020e+00,2.0200e+02,2.0200e+02
-7.3610e+00,1.0101e+01,7.9200e+02,7.9200e+02
-1.7784e+01,1.9120e+00,9.1000e+02,9.1000e+02
-1.8637e+01,0.0000e+00,6.5200e+02,6.5200e+02
-9.6455e+00,2.5300e-01,4.1400e+02,4.1400e+02
-7.2815e+00,0.0000e+00,1.0100e+03,1.0100e+03
-6.4725e+00,0.0000e+00,2.6800e+02,2.6800e+02
-1.0566e+01,5.2900e-01,2.9600e+02,2.9600e+02
-1.0855e+01,0.0000e+00,1.5810e+03,1.5810e+03
-9.2750e+00,0.0000e+00,1.1870e+03,1.1870e+03
-7.5465e+00,6.3200e-01,2.9800e+02,2.9800e+02
-7.3145e+00,0.0000e+00,1.1230e+03,1.1230e+03
-6.5585e+00,0.0000e+00,3.3000e+02,3.3000e+02
-1.5615e+00,0.0000e+00,6.1900e+02,6.1900e+02
-3.2110e+00,0.0000e+00,4.8300e+02,4.8300e+02
-4.8240e+00,2.6200e-01,6.8700e+02,6.8700e+02
-8.5305e+00,3.3700e-01,5.1400e+02,5.1400e+02
-1.0779e+01,4.4450e+00,7.1700e+02,7.1700e+02
-1.4708e+01,0.0000e+00,5.1600e+02,5.1600e+02
-8.8770e+00,0.0000e+00,4.3100e+02,4.3100e+02
-2.4175e+00,4.7000e-01,6.0900e+02,6.0900e+02
-3.1895e+00,0.0000e+00,1.3100e+02,1.3100e+02
1.6500e-01,3.9200e-01,1.4400e+03,1.4400e+03
-8.8070e+00,0.0000e+00,1.3490e+03,1.3490e+03
-5.4210e+00,1.7140e+00,1.3520e+03,1.3520e+03
-8.1310e+00,0.0000e+00,2.0570e+03,2.0570e+03
-7.5545e+00,0.0000e+00,1.2620e+03,1.2620e+03
-8.1610e+00,2.7330e+00,1.0390e+03,1.0390e+03
-1.1006e+01,0.0000e+00,1.2970e+03,1.2970e+03
-1.1600e+01,0.0000e+00,2.3720e+03,2.3720e+03
-1.3520e+01,3.8170e+00,1.0850e+03,1.0850e+03
-2.0379e+01,1.3960e+00,1.2620e+03,1.2620e+03
-1.8088e+01,0.0000e+00,1.5040e+03,1.5040e+03
-1.4242e+01,0.0000e+00,8.2800e+02,8.2800e+02
-9.8390e+00,1.8140e+00,1.7430e+03,1.7430e+03
-1.1439e+01,3.6640e+00,1.5570e+03,1.5570e+03
-1.1923e+01,6.9470e+00,1.1840e+03,1.1840e+03
-8.7215e+00,1.4360e+00,1.5630e+03,1.5630e+03
-9.1735e+00,2.1090e+00,1.3600e+03,1.3600e+03
-6.9625e+00,0.0000e+00,1.8420e+03,1.8420e+03
-2.6695e+00,0.0000e+00,1.4360e+03,1.4360e+03
-1.2030e+00,0.0000e+00,1.8500e+03,1.8500e+03
-1.2945e+00,0.0000e+00,1.6710e+03,1.6710e+03
-2.0445e+00,2.2620e+00,1.1940e+03,1.1940e+03
-2.8805e+00,0.0000e+00,1.9290e+03,1.9290e+03
-4.1055e+00,0.0000e+00,1.4710e+03,1.4710e+03
-2.1955e+00,0.0000e+00,2.2640e+03,2.2640e+03
1.7185e+00,0.0000e+00,1.8440e+03,1.8440e+03
4.1175e+00,0.0000e+00,1.4820e+03,1.4820e+03
1.8530e+00,9.5400e-01,1.1770e+03,1.1770e+03
-1.3140e+00,0.0000e+00,1.8470e+03,1.8470e+03
-8.0950e-01,0.0000e+00,1.9040e+03,1.9040e+03
-1.9665e+00,0.0000e+00,1.4270e+03,1.4270e+03
-9.3250e-01,0.0000e+00,2.1810e+03,2.1810e+03
2.8700e-01,0.0000e+00,1.3900e+03,1.3900e+03
